OrderID	CustomerID	OrderDate	ShippedDate	CustomerName	Department	Region	OrderType	ProductCategory	SKU	Priority	Status	ShipMethod	Units	UnitCost	UnitPrice	DiscountRate	OrderTotal	AssignedRep
ORD-100689	CUST-10042	09.06.2025	13.06.2025	Harbor Partners	Operations	West	Software	Hardware	SKU-V5088	Medium	Fulfilled	Pickup	1	 $19.85 	 $28.78 	10%	 $25.90 	Blake Martinez
ORD-100690	CUST-10040	07.07.2024	16.07.2024	Vertex Consulting	Sales	East	Office Supplies	Tech Accessories	SKU-X8777	Medium	Fulfilled	Pickup	10	 $24.05 	 $31.27 	10%	 $281.43 	Cameron Robinson
ORD-100691	CUST-10056	22.09.2024		Evergreen Holdings	IT	Central	Software	Ergonomics	SKU-Q2312	Medium	New	Ground	3	 $11.82 	 $17.14 	10%	 $46.28 	Taylor Brown
ORD-100692	CUST-10163	25.10.2024		Bright Solutions	HR		Services	Ergonomics	SKU-U9856	Medium	New	Ground	3	 $13.71 	 $17.82 	15%	 $45.44 	Taylor Brown
ORD-100693	CUST-10029	03.08.2024		Riverbend Industries	Finance	East	Hardware	Hardware	SKU-R4295	Medium	Cancelled	Overnight	3	 $18.18 	 $24.54 	0%	 $73.62 	Cameron Robinson
ORD-100694	CUST-10184	16.07.2025		Vertex Logistics	HR	West	Office Supplies	Breakroom	SKU-U8517	Medium	Approved	Ground	3	 $8.57 	 $11.14 	15%	 $28.41 	Sawyer Garcia
ORD-100695	CUST-10187	30.12.2024	06.01.2025	Summit Associates	IT	Central	Office Supplies	Cleaning	SKU-D5808	Low	Fulfilled	Ground	10	 $14.89 	 $20.85 	15%	 $177.23 	Cameron Robinson
ORD-100696	CUST-10160	31.10.2025	10.11.2025	Summit Systems	Marketing	Central	Hardware	Tech Accessories	SKU-J2771	Medium	Fulfilled	Overnight	1	 $29.39 	 $39.68 	0%	 $39.68 	Skyler Jackson
ORD-100697	CUST-10039	06.10.2025		Redwood Systems	Operations	Central	Office Supplies	Hardware	SKU-Q1434	Medium	Approved	Pickup	5	 $35.03 	 $50.79 	0%	 $253.95 	Jamie Johnson
ORD-100698	CUST-10047	04.07.2024	05.07.2024	Silverline Holdings	Procurement	Central	Software	Software	SKU-N8956	High	Fulfilled	2-Day	10	 $8.22 	 $11.10 	15%	 $94.35 	Reese Lee
ORD-100699	CUST-10045	13.11.2024		Harbor Enterprises	Procurement	Central	Office Supplies	Tech Accessories	SKU-Z7916	Medium	New	Ground	3	 $14.05 	 $19.67 	5%	 $56.06 	Taylor Brown
ORD-100700	CUST-10103	10.04.2025	17.04.2025	Riverbend Consulting	Finance	West	Software	Cleaning	SKU-W8434	High	Fulfilled	Ground	5	 $11.26 	 $15.20 	10%	 $68.40 	Jamie Anderson
ORD-100701	CUST-10028	28.01.2025	02.02.2025	Pioneer Associates	Procurement	West	Office Supplies	Software	SKU-N8956	Low	Delayed	2-Day	10	 $8.22 	 $11.10 	0%	 $111.00 	Morgan Brown
ORD-100702	CUST-10153	26.05.2024	30.05.2024	Evergreen Industries	Finance	West	Software	Services	SKU-W5982	High	Fulfilled	Overnight	10	 $24.07 	 $34.90 	15%	 $296.65 	Morgan Brown
ORD-100703	CUST-10194	22.05.2024		Summit Enterprises	Sales		Software	Tech Accessories	SKU-H3662	Low	Approved	Pickup	10	 $16.91 	 $21.14 	0%	 $211.40 	Taylor Brown
ORD-100704	CUST-10177	27.02.2024	29.02.2024	Summit Foundation	IT	West	Hardware	Software	SKU-Z4728	High	Fulfilled	Ground	5	 $40.94 	 $53.22 	10%	 $239.49 	Reese Lee
ORD-100705	CUST-10036	07.06.2025		Blue Ridge Associates	Finance	Central	Services	Paper & Printing	SKU-L6635	High	Approved	2-Day	2	 $21.57 	 $26.96 	0%	 $53.92 	Cameron Garcia
ORD-100706	CUST-10175	20.10.2024	24.10.2024	Cobalt Logistics	Operations	East	Hardware	Services	SKU-U4919	Medium	Delayed	Pickup	10	 $58.01 	 $72.51 	0%	 $725.10 	Jamie Anderson
ORD-100707	CUST-10091	14.04.2024	17.04.2024	Silverline Group	Finance	West	Hardware	Paper & Printing	SKU-I8385	High	Delayed	Ground	2	 $20.49 	 $29.71 	0%	 $59.42 	Skyler Clark
ORD-100708	CUST-10135	01.07.2024		Apex Holdings	IT		Hardware	Services	SKU-A2832	Medium	New	Overnight	10	 $21.67 	 $28.17 	10%	 $253.53 	Reese Lee
ORD-100709	CUST-10069	22.12.2024	25.12.2024	Silverline Associates	Operations	West	Hardware	Hardware	SKU-R4295	Low	Fulfilled	Ground	1	 $18.18 	 $24.54 	0%	 $24.54 	Taylor Smith
ORD-100710	CUST-10099	23.11.2024	30.11.2024	 Evergreen Foundation  	Operations	East	Software	Services	SKU-V4501	Low	Fulfilled	Ground	10	 $51.72 	 $67.24 	0%	 $672.40 	Sawyer Patel
ORD-100711	CUST-10037	14.01.2026	21.01.2026	Harbor Consulting	Finance	East	Office Supplies	Hardware	SKU-Q1434	High	Fulfilled	Overnight	1	 $35.03 	 $50.79 	0%	 $50.79 	Jamie Johnson
ORD-100712	CUST-10154	07.05.2025	16.05.2025	Bright Associates	Procurement	West	Hardware	Hardware	SKU-A3496	High	Delayed	2-Day	5	 $18.62 	 $26.07 	5%	 $123.83 	Jamie Young
ORD-100713	CUST-10136	24.05.2025		Vertex Systems	Operations	Central	Hardware	Tech Accessories	SKU-P9502	Low	Approved	Pickup	1	 $37.10 	 $48.23 	10%	 $43.41 	Sawyer Patel
ORD-100714	CUST-10179	11.12.2025		Riverbend Enterprises	Finance	East	Office Supplies	Breakroom	SKU-G2545	High	Cancelled	Ground	3	 $20.90 	 $28.21 	0%	 $84.63 	Casey Brown
ORD-100715	CUST-10028	30.04.2025	03.05.2025	Pioneer Associates	Finance	West	Services	Breakroom	SKU-S4114	Medium	Fulfilled	2-Day	10	 $41.95 	 $58.73 	0%	 $587.30 	Emerson Martinez
ORD-100716	CUST-10062	18.07.2025		Canyon Logistics	HR	East	Software	Breakroom	SKU-I7906	High	New	2-Day	12	 $18.45 	 $25.83 	5%	 $294.46 	Sawyer Garcia
ORD-100717	CUST-10095	13.12.2025		 Blue Ridge Services  	Finance	East	Software	Tech Accessories	SKU-P9502	Medium	New	2-Day	10	 $37.10 	 $48.23 	0%	 $482.30 	Taylor Smith
ORD-100718	CUST-10020	09.01.2025	12.01.2025	Crescent Foundation	HR	East	Office Supplies	Services	SKU-U4919	Medium	Fulfilled	2-Day	12	 $58.01 	 $72.51 	0%	 $870.12 	Jamie Johnson
ORD-100719	CUST-10120	24.06.2025	27.06.2025	Bright Industries	Operations	West	Software	Breakroom	SKU-V3851	Medium	Fulfilled	Ground	2	 $12.71 	 $17.79 	0%	 $35.58 	Jamie Anderson
ORD-100720	CUST-10008	02.03.2024		Vertex Associates	Sales	West	Software	Paper & Printing	SKU-S7912	Medium	New	Pickup	3	 $22.74 	 $28.42 	15%	 $72.47 	Emerson Martinez
ORD-100721	CUST-10146	21.07.2025	28.07.2025	Harbor Group	Sales	West	Office Supplies	Breakroom	SKU-E1685	Medium	Delayed	Overnight	1	 $29.32 	 $36.65 	0%	 $36.65 	Jordan Lee
ORD-100722	CUST-10102	08.05.2024	16.05.2024	Riverbend Holdings	Sales	West	Office Supplies	Tech Accessories	SKU-Z6039	Medium	Fulfilled	Ground	20	 $28.96 	 $40.54 	15%	 $689.18 	Emerson Martinez
ORD-100723	CUST-10164	16.11.2024	18.11.2024	Harbor Partners	Operations		Software	Cleaning	SKU-L4432	High	Fulfilled	Pickup	20	 $33.06 	 $47.94 	0%	 $958.80 	Blake Martinez
ORD-100724	CUST-10092	16.04.2024		Crescent Consulting	Sales	East	Software	Paper & Printing	SKU-A5506	Medium	Approved	2-Day	3	 $32.24 	 $41.91 	10%	 $113.16 	Jamie Anderson
ORD-100725	CUST-10152	07.03.2024	09.03.2024	Vertex Industries	Finance	East	Software	Paper & Printing	SKU-B6413	Medium	Fulfilled	Ground	12	 $30.16 	 $40.72 	0%	 $488.64 	Blake Martinez
ORD-100726	CUST-10011	06.08.2025		Harbor Associates	Sales	West	Services	Breakroom	SKU-A7396	Medium	New	Ground	5	 $12.54 	 $16.93 	0%	 $84.65 	Sawyer Garcia
ORD-100727	CUST-10101	31.12.2024	02.01.2025	Evergreen Enterprises	Sales	West	Office Supplies	Services	SKU-U4919	Low	Fulfilled	2-Day	5	 $58.01 	 $72.51 	15%	 $308.17 	Sawyer Allen
ORD-100728	CUST-10189	05.12.2024		Riverbend Foundation	Sales	East	Office Supplies	Tech Accessories	SKU-O9900	Low	New	Pickup	1	 $10.88 	 $15.78 	5%	 $14.99 	Sawyer Patel
ORD-100729	CUST-10041	08.02.2024	11.02.2024	Redwood Partners	HR	Central	Hardware	Hardware	SKU-M2964	High	Fulfilled	2-Day	2	 $27.34 	 $39.64 	0%	 $79.28 	Sawyer Allen
ORD-100730	CUST-10128	05.01.2026	11.01.2026	Canyon Solutions	Sales	East	Services	Breakroom	SKU-S4114	Medium	Fulfilled	Overnight	5	 $41.95 	 $58.73 	5%	 $278.97 	Taylor Smith
ORD-100731	CUST-10159	24.10.2024	03.11.2024	Pioneer Systems	Procurement	East	Services	Tech Accessories	SKU-Q9085	High	Fulfilled	Pickup	2	 $18.01 	 $22.51 	0%	 $45.02 	Skyler Jackson
ORD-100732	CUST-10039	13.09.2025	15.09.2025	Redwood Systems	Sales	Central	Hardware	Cleaning	SKU-B1821	Medium	Fulfilled	2-Day	2	 $8.35 	 $12.11 	0%	 $24.22 	Casey Brown
ORD-100733	CUST-10116	25.05.2025		Crescent Foundation	IT	Central	Office Supplies	Hardware	SKU-D7227	Medium	New	Overnight	2	 $18.95 	 $25.58 	0%	 $51.16 	Morgan Brown
ORD-100734	CUST-10181	13.03.2024		 Vertex Industries  	Procurement	West	Hardware	Breakroom	SKU-V3851	Low	Cancelled	Pickup	1	 $12.71 	 $17.79 	15%	 $15.12 	Taylor Smith
ORD-100735	CUST-10124	06.05.2024		Northstar Logistics	Finance	East	Office Supplies	Services	SKU-W5982	Medium	Approved	2-Day	2	 $24.07 	 $34.90 	5%	 $66.31 	Avery Thomas
ORD-100736	CUST-10080	08.06.2025	09.06.2025	Northstar Partners	IT	East	Office Supplies	Hardware	SKU-S2290	Medium	Fulfilled	Ground	3	 $25.46 	 $31.83 	10%	 $85.94 	Cameron Garcia
ORD-100737	CUST-10179	28.01.2026		Riverbend Enterprises	Procurement	East	Hardware	Cleaning	SKU-Y8251	High	New	Pickup	5	 $57.16 	 $82.88 	0%	 $414.40 	Sawyer Patel
ORD-100738	CUST-10057	12.02.2025		Silverline Systems	Operations	Central	Software	Tech Accessories	SKU-H3662	Medium	Approved	Pickup	2	 $16.91 	 $21.14 	15%	 $35.94 	Casey Brown
ORD-100739	CUST-10021	21.04.2025	27.04.2025	Pioneer Consulting	HR	West	Software	Paper & Printing	SKU-I8385	Low	Delayed	Pickup	3	 $20.49 	 $29.71 	0%	 $89.13 	Blake Patel
ORD-100740	CUST-10087	07.03.2024	16.03.2024	Cobalt Holdings	Sales	West	Hardware	Hardware	SKU-D7227	Medium	Fulfilled	Overnight	12	 $18.95 	 $25.58 	5%	 $291.61 	Sawyer Lee
ORD-100741	CUST-10037	08.06.2024		Harbor Consulting	Marketing	East	Office Supplies	Cleaning	SKU-Y1916	Medium	Cancelled	Pickup	1	 $18.99 	 $25.64 	0%	 $25.64 	Avery Thomas
ORD-100742	CUST-10054	16.03.2025	19.03.2025	Harbor Systems	Finance	East	Office Supplies	Tech Accessories	SKU-O9900	High	Fulfilled	Pickup	10	 $10.88 	 $15.78 	0%	 $157.80 	Blake Martinez
ORD-100743	CUST-10017	26.03.2024	31.03.2024	Vertex Group	IT	East	Office Supplies	Hardware	SKU-S2290	Medium	Fulfilled	Pickup	10	 $25.46 	 $31.83 	10%	 $286.47 	Skyler Jackson
ORD-100744	CUST-10023	07.07.2024		Cobalt Enterprises	Operations	East	Office Supplies	Paper & Printing	SKU-X5920	Low	New	Overnight	5	 $22.15 	 $31.01 	5%	 $147.30 	Jamie Johnson
ORD-100745	CUST-10176	01.05.2025		Summit Systems	Procurement	East	Office Supplies	Hardware	SKU-I6502	Medium	Approved	Pickup	10	 $5.81 	 $7.55 	0%	 $75.50 	Casey Brown
ORD-100746	CUST-10019	03.09.2025		Crescent Holdings	Marketing		Hardware	Breakroom	SKU-Y1320	Medium	Approved	Overnight	1	 $20.81 	 $29.13 	0%	 $29.13 	Taylor Smith
ORD-100747	CUST-10127	14.04.2025	22.04.2025	Vertex Services	Procurement	West	Office Supplies	Software	SKU-X8019	Low	Fulfilled	Overnight	2	 $9.50 	 $12.83 	10%	 $23.09 	Sawyer Garcia
ORD-100748	CUST-10115	08.05.2024		Cobalt Associates	Marketing	East	Services	Breakroom	SKU-W4249	High	Approved	2-Day	3	 $18.33 	 $22.91 	5%	 $65.29 	Cameron Robinson
ORD-100749	CUST-10153	13.07.2025		Evergreen Industries	Operations	West	Office Supplies	Breakroom	SKU-E1685	Medium	Approved	Ground	10	 $29.32 	 $36.65 	0%	 $366.50 	Avery Thomas
ORD-100750	CUST-10078	17.01.2024	23.01.2024	Redwood Associates	Sales	East	Software	Cleaning	SKU-R8633	High	Fulfilled	Pickup	5	 $25.74 	 $33.46 	5%	 $158.94 	Jamie Young
ORD-100751	CUST-10109	26.12.2024	29.12.2024	Harbor Solutions	Sales	Central	Services	Services	SKU-U4919	Medium	Delayed	Pickup	2	 $58.01 	 $72.51 	5%	 $137.77 	Avery Thomas
ORD-100752	CUST-10041	20.07.2025	30.07.2025	Redwood Partners	Sales	Central	Office Supplies	Tech Accessories	SKU-V8787	Medium	Fulfilled	Pickup	5	 $11.21 	 $15.13 	15%	 $64.30 	Reese Lee
ORD-100753	CUST-10026	11.04.2024		Crescent Industries	Finance	East	Hardware	Paper & Printing	SKU-N9565	Medium	Approved	Pickup	2	 $36.82 	 $47.87 	15%	 $81.38 	Skyler Clark
ORD-100754	CUST-10162	11.07.2025	19.07.2025	Vertex Systems	Operations	Central	Hardware	Services	SKU-D5061	Low	Fulfilled	Pickup	20	 $26.08 	 $35.21 	0%	 $704.20 	Taylor Brown
ORD-100755	CUST-10029	18.07.2025		Riverbend Industries	HR	East	Software	Software	SKU-B1893	Low	Approved	Pickup	2	 $22.45 	 $29.18 	5%	 $55.44 	Cameron Garcia
ORD-100756	CUST-10001	21.12.2025		Blue Ridge Holdings	IT	Central	Software	Hardware	SKU-F8573	Medium	Approved	Overnight	12	 $19.01 	 $27.56 	0%	 $330.72 	Jamie Young
ORD-100757	CUST-10001	20.11.2025	30.11.2025	Blue Ridge Holdings	Operations	Central	Office Supplies	Software	SKU-B2512	High	Fulfilled	Overnight	10	 $43.88 	 $54.85 	0%	 $548.50 	Finley White
ORD-100758	CUST-10142	16.03.2025	23.03.2025	Riverbend Associates	Operations		Office Supplies	Software	SKU-B1893	Medium	Fulfilled	Pickup	5	 $22.45 	 $29.18 	0%	 $145.90 	Cameron Garcia
ORD-100759	CUST-10103	15.01.2026		Riverbend Consulting	IT	West	Hardware	Services	SKU-N4185	Medium	New	2-Day	2	 $29.93 	 $41.90 	10%	 $75.42 	Jamie Anderson
ORD-100760	CUST-10100	08.10.2025	10.10.2025	Blue Ridge Associates	Procurement	East	Software	Cleaning	SKU-B1821	Low	Fulfilled	2-Day	5	 $8.35 	 $12.11 	0%	 $60.55 	Skyler Jackson
ORD-100761	CUST-10111	05.04.2024		Apex Holdings	Finance	East	Hardware	Tech Accessories	SKU-O3091	Medium	New	Ground	3	 $21.74 	 $30.44 	10%	 $82.19 	Blake Patel
ORD-100762	CUST-10116	26.01.2024		Crescent Foundation	Marketing	Central	Hardware	Cleaning	SKU-A7882	Medium	Approved	2-Day	10	 $25.88 	 $36.23 	0%	 $362.30 	Skyler Jackson
ORD-100763	CUST-10185	02.07.2025		Cobalt Holdings	Procurement	East	Software	Software	SKU-J4443	Medium	Approved	Ground	5	 $38.36 	 $53.70 	0%	 $268.50 	Morgan Brown
ORD-100764	CUST-10005	27.05.2024		Northstar Associates	Marketing	West	Services	Paper & Printing	SKU-I8385	Low	New	Ground	3	 $20.49 	 $29.71 	0%	 $89.13 	Taylor Smith
ORD-100765	CUST-10046	16.10.2024	24.10.2024	Crescent Consulting	Finance	East	Office Supplies	Paper & Printing	SKU-A8508	Low	Delayed	2-Day	3	 $23.02 	 $28.77 	5%	 $81.99 	Jamie Anderson
ORD-100766	CUST-10018	23.01.2024	31.01.2024	Vertex Industries	Operations	Central	Services	Cleaning	SKU-W8434	High	Fulfilled	Pickup	10	 $11.26 	 $15.20 	0%	 $152.00 	Cameron Garcia
ORD-100767	CUST-10076	13.06.2024	19.06.2024	Blue Ridge Systems	Finance	West	Services	Paper & Printing	SKU-L6635	Medium	Fulfilled	Ground	12	 $21.57 	 $26.96 	0%	 $323.52 	Jordan White
ORD-100768	CUST-10153	10.05.2025		Evergreen Industries	Sales	West	Office Supplies	Cleaning	SKU-J7389	Medium	Approved	Ground	2	 $25.80 	 $36.12 	0%	 $72.24 	Skyler Clark
ORD-100769	CUST-10005	31.01.2024	06.02.2024	Northstar Associates	Sales	West	Hardware	Services	SKU-C1878	High	Fulfilled	Ground	10	 $27.00 	 $39.15 	0%	 $391.50 	Sawyer Garcia
ORD-100770	CUST-10021	21.05.2024		Pioneer Consulting	Marketing	West	Hardware	Services	SKU-B5082	High	Approved	2-Day	10	 $29.93 	 $38.91 	0%	 $389.10 	Avery Thomas
ORD-100771	CUST-10166	26.12.2025	29.12.2025	Riverbend Enterprises	IT	East	Hardware	Hardware	SKU-R3167	Low	Fulfilled	Pickup	20	 $17.63 	 $22.92 	0%	 $458.40 	Blake Martinez
ORD-100772	CUST-10100	21.07.2024		Blue Ridge Associates	Finance	East	Hardware	Services	SKU-V4501	Low	Approved	2-Day	5	 $51.72 	 $67.24 	15%	 $285.77 	Jamie Johnson
ORD-100773	CUST-10108	19.03.2025	29.03.2025	Blue Ridge Partners	Sales	Central	Software	Paper & Printing	SKU-B6413	Low	Fulfilled	Pickup	5	 $30.16 	 $40.72 	5%	 $193.42 	Skyler Jackson
ORD-100774	CUST-10161	27.12.2024		Crescent Foundation	Procurement	East	Office Supplies	Paper & Printing	SKU-H4139	High	New	Overnight	10	 $67.95 	 $88.34 	10%	 $795.06 	Jamie Young
ORD-100775	CUST-10165	27.10.2024		Riverbend Associates	Sales		Office Supplies	Tech Accessories	SKU-V8787	High	New	Overnight	1	 $11.21 	 $15.13 	5%	 $14.37 	Finley White
ORD-100776	CUST-10018	01.01.2025	02.01.2025	Vertex Industries	HR	Central	Hardware	Hardware	SKU-Q1434	Medium	Fulfilled	Ground	5	 $35.03 	 $50.79 	0%	 $253.95 	Jordan White
ORD-100777	CUST-10054	04.01.2026		Harbor Systems	Operations	East	Hardware	Cleaning	SKU-W8434	Medium	Approved	Ground	20	 $11.26 	 $15.20 	5%	 $288.80 	Reese Lee
ORD-100778	CUST-10134	08.09.2025	15.09.2025	Harbor Industries	HR	East	Office Supplies	Hardware	SKU-R4295	Medium	Fulfilled	Ground	3	 $18.18 	 $24.54 	10%	 $66.26 	Cameron Garcia
ORD-100779	CUST-10081	29.11.2025	06.12.2025	Crescent Systems	Procurement	Central	Office Supplies	Ergonomics	SKU-U9856	High	Fulfilled	Pickup	1	 $13.71 	 $17.82 	0%	 $17.82 	Blake Martinez
ORD-100780	CUST-10115	02.05.2024		Cobalt Associates	HR	East	Hardware	Tech Accessories	SKU-Z6039	Medium	Approved	Ground	3	 $28.96 	 $40.54 	0%	 $121.62 	Sawyer Garcia
ORD-100781	CUST-10001	21.10.2025		Blue Ridge Holdings	Operations	Central	Office Supplies	Tech Accessories	SKU-O9900	Low	Approved	Ground	2	 $10.88 	 $15.78 	0%	 $31.56 	Cameron Garcia
ORD-100782	CUST-10120	17.01.2024		Bright Industries	Finance	West	Software	Hardware	SKU-M2964	Medium	Approved	Overnight	5	 $27.34 	 $39.64 	0%	 $198.20 	Blake Patel
ORD-100783	CUST-10198	22.03.2024		Pioneer Foundation	IT	West	Hardware	Services	SKU-J1534	High	Approved	Pickup	20	 $25.36 	 $34.24 	5%	 $650.56 	Cameron Garcia
ORD-100784	CUST-10158	04.05.2024		Crescent Foundation	Finance	West	Office Supplies	Hardware	SKU-M2964	High	New	Ground	20	 $27.34 	 $39.64 	0%	 $792.80 	Cameron Robinson
ORD-100785	CUST-10057	11.01.2026	16.01.2026	Silverline Systems	HR	Central	Office Supplies	Tech Accessories	SKU-Z6039	Medium	Fulfilled	Ground	3	 $28.96 	 $40.54 	15%	 $103.38 	Sawyer Lee
ORD-100786	CUST-10012	14.02.2024	17.02.2024	Silverline Holdings	IT	Central	Office Supplies	Paper & Printing	SKU-L6635	Medium	Fulfilled	Pickup	3	 $21.57 	 $26.96 	0%	 $80.88 	Cameron Robinson
ORD-100787	CUST-10117	21.05.2024	23.05.2024	Apex Systems	Finance	Central	Office Supplies	Cleaning	SKU-Z5232	Low	Fulfilled	Pickup	12	 $10.97 	 $15.91 	15%	 $162.28 	Emerson Martinez
ORD-100788	CUST-10061	18.06.2025		Harbor Partners	Sales		Hardware	Ergonomics	SKU-C4750	Medium	Approved	Pickup	10	 $46.00 	 $62.10 	0%	 $621.00 	Morgan Brown
ORD-100789	CUST-10182	27.09.2024		Blue Ridge Partners	Finance	Central	Office Supplies	Services	SKU-A2832	Low	Approved	2-Day	2	 $21.67 	 $28.17 	15%	 $47.89 	Morgan Brown
ORD-100790	CUST-10015	17.03.2024	23.03.2024	Pioneer Systems	HR	Central	Office Supplies	Cleaning	SKU-L4432	Medium	Fulfilled	2-Day	3	 $33.06 	 $47.94 	5%	 $136.63 	Jamie Anderson
ORD-100791	CUST-10194	01.08.2024	10.08.2024	Summit Enterprises	Sales		Hardware	Paper & Printing	SKU-Y4404	Medium	Delayed	Pickup	1	 $8.54 	 $10.67 	15%	 $9.07 	Taylor Smith
ORD-100792	CUST-10056	18.04.2024	20.04.2024	Evergreen Holdings	IT	Central	Office Supplies	Software	SKU-Z4728	Medium	Fulfilled	2-Day	3	 $40.94 	 $53.22 	5%	 $151.68 	Skyler Jackson
ORD-100793	CUST-10042	11.10.2024	13.10.2024	Harbor Partners	Marketing	West	Office Supplies	Cleaning	SKU-Y8251	Low	Fulfilled	2-Day	10	 $57.16 	 $82.88 	5%	 $787.36 	Jamie Anderson
ORD-100794	CUST-10117	03.09.2024	12.09.2024	Apex Systems	HR	Central	Office Supplies	Hardware	SKU-F2229	Medium	Fulfilled	Overnight	10	 $24.18 	 $33.85 	0%	 $338.50 	Jamie Anderson
ORD-100795	CUST-10110	27.03.2024	02.04.2024	Canyon Holdings	HR	East	Office Supplies	Cleaning	SKU-Y3143	Medium	Fulfilled	Ground	5	 $29.64 	 $41.50 	5%	 $197.13 	Blake Martinez
ORD-100796	CUST-10166	10.04.2024		Riverbend Enterprises	Operations	East	Software	Services	SKU-D5061	Medium	Approved	Pickup	10	 $26.08 	 $35.21 	0%	 $352.10 	Skyler Clark
ORD-100797	CUST-10155	09.10.2024		Vertex Partners	Operations	East	Hardware	Hardware	SKU-V5088	High	New	2-Day	3	 $19.85 	 $28.78 	0%	 $86.34 	Taylor Brown
ORD-100798	CUST-10009	27.04.2024		 Harbor Services  	Sales	Central	Office Supplies	Hardware	SKU-M3503	High	New	2-Day	1	 $38.55 	 $53.97 	10%	 $48.57 	Cameron Robinson
ORD-100799	CUST-10100	03.01.2026	06.01.2026	Blue Ridge Associates	Operations	East	Office Supplies	Cleaning	SKU-Z5232	Medium	Fulfilled	Overnight	3	 $10.97 	 $15.91 	5%	 $45.34 	Skyler Jackson
ORD-100800	CUST-10163	27.07.2024		Bright Solutions	IT		Software	Tech Accessories	SKU-B5136	Medium	New	2-Day	3	 $69.23 	 $86.54 	10%	 $233.66 	Cameron Robinson
ORD-100801	CUST-10189	29.09.2025		Riverbend Foundation	IT	East	Software	Cleaning	SKU-B1821	Medium	New	Ground	20	 $8.35 	 $12.11 	0%	 $242.20 	Finley White
ORD-100802	CUST-10036	06.12.2024		Blue Ridge Associates	Finance	Central	Hardware	Paper & Printing	SKU-X4155	Medium	New	Overnight	2	 $19.47 	 $28.23 	0%	 $56.46 	Finley White
ORD-100803	CUST-10152	26.11.2025	27.11.2025	Vertex Industries	IT	East	Services	Cleaning	SKU-J7389	Medium	Fulfilled	2-Day	10	 $25.80 	 $36.12 	5%	 $343.14 	Jamie Anderson
ORD-100804	CUST-10174	18.01.2024		 Silverline Foundation  	IT	West	Software	Services	SKU-U4919	Medium	New	2-Day	12	 $58.01 	 $72.51 	0%	 $870.12 	Jamie Anderson
ORD-100805	CUST-10115	07.11.2024		Cobalt Associates	Operations	East	Software	Hardware	SKU-O5557	Low	Approved	Pickup	2	 $56.69 	 $79.37 	0%	 $158.74 	Avery Thomas
ORD-100806	CUST-10090	14.04.2025	23.04.2025	Redwood Associates	IT	Central	Software	Paper & Printing	SKU-Y4404	Low	Fulfilled	Pickup	20	 $8.54 	 $10.67 	0%	 $213.40 	Blake Martinez
ORD-100807	CUST-10005	15.01.2026	16.01.2026	Northstar Associates	HR	West	Services	Cleaning	SKU-A9098	Low	Fulfilled	2-Day	12	 $19.77 	 $27.68 	0%	 $332.16 	Jamie Johnson
ORD-100808	CUST-10189	07.09.2024	09.09.2024	Riverbend Foundation	Marketing	East	Services	Tech Accessories	SKU-Z6039	Medium	Fulfilled	2-Day	12	 $28.96 	 $40.54 	5%	 $462.16 	Cameron Garcia
ORD-100809	CUST-10173	07.10.2024	13.10.2024	Canyon Partners	Sales	Central	Software	Breakroom	SKU-B8711	Medium	Delayed	2-Day	10	 $43.25 	 $60.55 	0%	 $605.50 	Sawyer Allen
ORD-100810	CUST-10150	05.12.2024		Canyon Foundation	Operations	East	Services	Services	SKU-E4111	Medium	Approved	Overnight	2	 $27.52 	 $34.40 	10%	 $61.92 	Jamie Anderson
ORD-100811	CUST-10145	19.03.2025		Northstar Consulting	Procurement	East	Software	Paper & Printing	SKU-B6413	Medium	Cancelled	Pickup	10	 $30.16 	 $40.72 	15%	 $346.12 	Taylor Smith
ORD-100812	CUST-10133	22.04.2025		Bright Group	IT	Central	Hardware	Tech Accessories	SKU-O9900	Medium	Approved	Overnight	2	 $10.88 	 $15.78 	0%	 $31.56 	Reese Lee
ORD-100813	CUST-10010	16.01.2024		Silverline Industries	HR	Central	Office Supplies	Software	SKU-H6912	Medium	New	Overnight	10	 $15.78 	 $19.72 	0%	 $197.20 	Jamie Young
ORD-100814	CUST-10012	26.12.2024	31.12.2024	Silverline Holdings	IT	Central	Office Supplies	Hardware	SKU-W2139	Low	Fulfilled	2-Day	3	 $37.42 	 $50.52 	0%	 $151.56 	Cameron Robinson
ORD-100815	CUST-10110	26.05.2024		Canyon Holdings	Sales	East	Services	Services	SKU-B5082	Medium	New	Overnight	2	 $29.93 	 $38.91 	0%	 $77.82 	Sawyer Allen
ORD-100816	CUST-10108	14.10.2025		Blue Ridge Partners	Operations	Central	Services	Paper & Printing	SKU-H4139	High	Approved	Overnight	3	 $67.95 	 $88.34 	10%	 $238.52 	Reese Lee
ORD-100817	CUST-10111	26.06.2024		Apex Holdings	Marketing	East	Software	Tech Accessories	SKU-Z7916	Low	New	2-Day	2	 $14.05 	 $19.67 	0%	 $39.34 	Taylor Smith
ORD-100818	CUST-10051	02.03.2025	09.03.2025	Vertex Logistics	IT	East	Office Supplies	Breakroom	SKU-U8517	Medium	Delayed	Pickup	3	 $8.57 	 $11.14 	10%	 $30.08 	Finley White
ORD-100819	CUST-10035	23.03.2025	30.03.2025	Silverline Services	Sales	East	Office Supplies	Paper & Printing	SKU-X4155	Medium	Delayed	Overnight	5	 $19.47 	 $28.23 	5%	 $134.09 	Avery Thomas
